NAME,STATE_UT,Coal_OpenCast,Coal_BelowGround,TOT_AREA,TOT_POP,M_POP,F_POP,TOT_LIT,M_LIT,F_LIT,TOT_W,M_W,F_W,TOT_CULT,TOT_AGLB,TOT_NNW,R_TOT_POP,R_TOT_LIT,U_TOT_POP,U_TOT_LIT,ID
Serchhip,Mizoram,0,0,1422,53861,0.508345556,0.491654444,0.790590594,0.800073046,0.780786224,0.603832086,0.624689554,0.582266531,0.334843393,0.010675628,0.396167914,0.519541041,0.775649501,0.480458959,0.806747044,1808
Gandhinagar,Gujarat,0,0,2163,1334455,0.523059226,0.476940774,0.659320846,0.748675858,0.561325528,0.415402543,0.530748611,0.288902925,0.070933827,0.058361653,0.584597457,0.649849564,0.614368164,0.350150436,0.742749219,708
Surendranagar,Gujarat,0,0,10489,1515148,0.519850206,0.480149794,0.515563496,0.61841427,0.404208671,0.427422932,0.540203136,0.305317678,0.109302194,0.084947477,0.572577068,0.734383704,0.461212366,0.265616296,0.665835089,722
Ahmadabad,Gujarat,0,0,8087,5816519,0.528590382,0.471409618,0.689783701,0.754025947,0.617749036,0.34545834,0.530880882,0.137544526,0.019524221,0.023799114,0.65454166,0.198226121,0.522074856,0.801773879,0.731247104,701
Panch Mahals,Gujarat,0,0,5220,2025277,0.515947695,0.484052305,0.506515899,0.630991151,0.373838668,0.482267858,0.533956593,0.427173226,0.184350091,0.033146083,0.517732142,0.874900075,0.475968091,0.125099925,0.720155351,716
Lunglei,Mizoram,0,0,4538,137223,0.520335512,0.479664488,0.700298055,0.730497745,0.667537716,0.523177601,0.572911123,0.469227146,0.289361113,0.006755427,0.476822399,0.577650977,0.613294309,0.422349023,0.819293947,1805
Dindori,Madhya Pradesh,0,0,7470,580730,0.502326382,0.497673618,0.450749918,0.582011271,0.318261399,0.569812133,0.589175774,0.550267461,0.310629725,0.089840373,0.430187867,0.953730649,0.438724587,0.046269351,0.698623,1412
Dohad,Gujarat,0,0,3646,1636433,0.503661317,0.496338683,0.359363323,0.467527614,0.24960325,0.497783899,0.516607458,0.478682631,0.212826312,0.025421756,0.502216101,0.904473327,0.327175683,0.095526673,0.664124921,707
Dewas,Madhya Pradesh,0,0,7020,1308223,0.518157837,0.481842163,0.501725623,0.623581947,0.370685183,0.443672065,0.517555092,0.364220592,0.14852743,0.086589213,0.556327935,0.726081104,0.445093886,0.273918896,0.651840255,1410
North Twenty Four Parganas,West Bengal,0,0,4094,8934286,0.519208362,0.480791638,0.688530343,0.74173938,0.63106974,0.334459855,0.539259232,0.11329638,0.030640501,0.034674623,0.665540145,0.457041447,0.58939559,0.542958553,0.771978131,2814
Kheda,Gujarat,0,0,4219,2024216,0.52011396,0.47988604,0.614244231,0.7308218,0.487894189,0.448657653,0.550738348,0.33801973,0.110307398,0.083108226,0.551342347,0.799206211,0.585627959,0.200793789,0.728143683,712
Jashpur,Chhattisgarh,0,0,5838,743160,0.500157436,0.499842564,0.532251467,0.625743549,0.43870049,0.535413639,0.574613193,0.496189392,0.237239625,0.059020938,0.464586361,0.953987028,0.523357288,0.046012972,0.716654482,507
Narsimhapur,Madhya Pradesh,0,0,5133,957646,0.523831353,0.476168647,0.652425844,0.723527594,0.574207074,0.421307038,0.539463166,0.291323923,0.12458988,0.115676356,0.578692962,0.840118374,0.637730319,0.159881626,0.729645353,1425
Jhabua,Madhya Pradesh,0,0,6778,1394561,0.503422224,0.496577776,0.284383401,0.369093217,0.19850601,0.525072765,0.543044471,0.50685335,0.280930701,0.018501163,0.474927235,0.913212115,0.246877576,0.086787885,0.679032645,1420
Hugli,West Bengal,0,0,3149,5041976,0.513613115,0.486386885,0.661246305,0.727315345,0.591478952,0.36880124,0.565027755,0.161590653,0.047018867,0.059953875,0.63119876,0.665260406,0.617386361,0.334739594,0.748413419,2806
Mandla,Madhya Pradesh,0,0,5800,894236,0.500937113,0.499062887,0.499865807,0.61724589,0.382044905,0.51932264,0.555458572,0.483050999,0.19457727,0.097672203,0.48067736,0.897215053,0.471658511,0.102784947,0.746088735,1422
Pashchimi Singhbhum,Jharkhand,0,0,9907,2082795,0.506358523,0.493641477,0.41161084,0.537817134,0.282153257,0.440637221,0.511769408,0.367672547,0.122008647,0.040234397,0.559362779,0.831525426,0.358836005,0.168474574,0.672087045,1115
Rajkot,Gujarat,0,0,11203,3169881,0.518006196,0.481993804,0.641647431,0.710176137,0.567998571,0.392698022,0.559387291,0.213554488,0.095532293,0.037679648,0.607301978,0.487090525,0.565110274,0.512909475,0.714331844,719
Dhar,Madhya Pradesh,0,0,8153,1740329,0.511636593,0.488363407,0.422473567,0.528805637,0.311074192,0.466242302,0.524834459,0.404857909,0.195576813,0.070417145,0.533757698,0.834408322,0.382058266,0.165591678,0.626124282,1411
Bilaspur,Chhattisgarh,19138000,354771,8270,1998355,0.507354799,0.492645201,0.524514914,0.647244483,0.398120835,0.429141469,0.49678412,0.359479116,0.124236184,0.087783702,0.570858531,0.756452682,0.469690625,0.243547318,0.694797963,502
Indore,Madhya Pradesh,0,0,3898,2465827,0.522888264,0.477111736,0.638907758,0.718899881,0.551240783,0.362421614,0.518441822,0.191432032,0.050734703,0.032217994,0.637578386,0.298262611,0.473850522,0.701737389,0.70906278,1418
Purbi Singhbhum,Jharkhand,0,0,3533,1982988,0.51812366,0.48187634,0.589621823,0.681545171,0.49078389,0.349303173,0.486473571,0.201814652,0.037575114,0.03210206,0.650696827,0.449717295,0.434545809,0.550282705,0.716357345,1116
Korba,Chhattisgarh,18686223,1311141,6599,1011823,0.509127585,0.490872415,0.512314901,0.630717057,0.389509459,0.425965806,0.518089011,0.33041661,0.114561539,0.055535405,0.574034194,0.637324908,0.420497472,0.362675092,0.673664647,510
Hoshangabad,Madhya Pradesh,0,0,6707,1084265,0.527337874,0.472662126,0.586423983,0.679247395,0.482863114,0.357034489,0.493046204,0.205289459,0.089963247,0.067530539,0.642965511,0.691593845,0.518817237,0.308406155,0.738030587,1417
Seoni,Madhya Pradesh,0,0,8758,1166608,0.504668235,0.495331765,0.545355424,0.641295966,0.447606505,0.487790243,0.539777495,0.434823088,0.15491579,0.100425336,0.512209757,0.896548798,0.522161808,0.103451202,0.74636042,1435
Jamnagar,Gujarat,0,0,14125,1904278,0.515323918,0.484676082,0.569084976,0.650247626,0.482790116,0.385648524,0.546838952,0.214265438,0.113618915,0.036443208,0.614351476,0.560854035,0.511106513,0.439145965,0.643132007,709
Medinipur,West Bengal,0,0,14081,9610788,0.511547024,0.488452976,0.641395482,0.726882436,0.551866706,0.390296508,0.545030378,0.228246824,0.079548108,0.064145417,0.609703492,0.89762494,0.630800024,0.10237506,0.734296502,2811
Vadodara,Gujarat,0,0,7550,3641802,0.520997023,0.479002977,0.611787242,0.690085951,0.526624108,0.417058643,0.558595381,0.263113422,0.075838829,0.074757771,0.582941357,0.547964991,0.489354974,0.452035009,0.760201844,724
Chhindwara,Madhya Pradesh,1286070,2305267,11815,1849283,0.512272594,0.487727406,0.551889029,0.641480276,0.457789047,0.421532562,0.508460031,0.330230413,0.13580074,0.072066309,0.578467438,0.755471175,0.501035732,0.244528825,0.709000161,1407
Saiha,Mizoram,0,0,1400,61056,0.511694182,0.488305818,0.671236242,0.703860188,0.637049708,0.441905791,0.477594264,0.404507949,0.230001965,0.004356656,0.558094209,0.675281709,0.618821247,0.324718291,0.780238071,1807
Raigarh,Chhattisgarh,1378207,105316,7086,1265529,0.501448011,0.498551989,0.589867952,0.693280933,0.48585426,0.475345883,0.558258233,0.391951906,0.153831323,0.101887827,0.524654117,0.866098683,0.574271969,0.133901317,0.69074568,513
Haora,West Bengal,0,0,1467,4273099,0.524653887,0.475346113,0.677640513,0.734800602,0.614551194,0.336728449,0.558514705,0.091936249,0.014924063,0.02077415,0.663271551,0.49638658,0.63024531,0.50361342,0.724355596,2805
Lawngtlai,Mizoram,0,0,2557,73620,0.5267047,0.4732953,0.524354795,0.577006396,0.465761681,0.463094268,0.509000413,0.412007806,0.254414561,0.010975278,0.536905732,1,0.524354795,0,0,1804
Anand,Gujarat,0,0,2941,1856872,0.52346096,0.47653904,0.642695889,0.738589506,0.537360206,0.422598327,0.550868313,0.28169837,0.077841122,0.10167906,0.577401673,0.726437256,0.611993764,0.273562744,0.724224414,703
KolKata,West Bengal,0,0,185,4572876,0.546710648,0.453289352,0.739600855,0.76999088,0.702947556,0.375635377,0.58060991,0.128416334,0.001267474,0.00081721,0.624364623,0,0,1,0.739600855,2809
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Jamnagar,Gujarat,0,0,14125,1904278,0.515323918,0.484676082,0.569084976,0.650247626,0.482790116,0.385648524,0.546838952,0.214265438,0.113618915,0.036443208,0.614351476,0.560854035,0.511106513,0.439145965,0.643132007,709
Harda,Madhya Pradesh,0,0,3330,474416,0.521116488,0.478883512,0.543156217,0.63695566,0.441084555,0.449449428,0.527727666,0.364267793,0.138633604,0.102776888,0.550550572,0.786754663,0.497308767,0.213245337,0.712307373,1416
Mayurbhanj,Orissa,0,0,10418,2223456,0.505159535,0.494840465,0.433946073,0.548435719,0.317068937,0.462252008,0.524353632,0.398855357,0.103776283,0.074399044,0.537747992,0.929973879,0.411619166,0.070026121,0.730456005,2021
West Nimar,Madhya Pradesh,0,0,8030,1529562,0.512959919,0.487040081,0.510470318,0.606489388,0.409341198,0.460549491,0.522900724,0.39487998,0.188480101,0.118888937,0.539450509,0.84606116,0.482982421,0.15393884,0.661546172,1445
Kawardha,Chhattisgarh,0,0,4223,584552,0.499464547,0.500535453,0.446557364,0.572603378,0.320781027,0.498925673,0.522007926,0.475892805,0.240715967,0.096025674,0.501074327,0.923202726,0.430834229,0.076797274,0.635569812,509
Sundargarh,Orissa,657167,0,9712,1830673,0.511069426,0.488930574,0.554705838,0.645050615,0.460270235,0.40356907,0.513343829,0.288823692,0.0857914,0.03539518,0.59643093,0.656304539,0.466767209,0.343695461,0.722629269,2030
Jamnagar,Gujarat,0,0,14125,1904278,0.515323918,0.484676082,0.569084976,0.650247626,0.482790116,0.385648524,0.546838952,0.214265438,0.113618915,0.036443208,0.614351476,0.560854035,0.511106513,0.439145965,0.643132007,709
Jhabua,Madhya Pradesh,0,0,6778,1394561,0.503422224,0.496577776,0.284383401,0.369093217,0.19850601,0.525072765,0.543044471,0.50685335,0.280930701,0.018501163,0.474927235,0.913212115,0.246877576,0.086787885,0.679032645,1420
East Nimar,Madhya Pradesh,0,0,10776,1713134,0.51657722,0.48342278,0.50598377,0.604433391,0.400782208,0.439367265,0.528302782,0.344332309,0.140845375,0.126085875,0.560632735,0.731532385,0.449817389,0.268467615,0.659028398,1413
Betul,Madhya Pradesh,0,2860878,10043,1395175,0.508865196,0.491134804,0.552082714,0.639033968,0.461992443,0.441504471,0.510076681,0.370456744,0.152047593,0.06889745,0.558495529,0.814274912,0.50927067,0.185725088,0.739783652,1403
Balaghat,Madhya Pradesh,0,0,9229,1497968,0.494502553,0.505497447,0.581246061,0.678575334,0.486033763,0.503068824,0.543545789,0.463472258,0.148945104,0.089716202,0.496931176,0.870509917,0.561388225,0.129490083,0.714742334,1401
Rajkot,Gujarat,0,0,11203,3169881,0.518006196,0.481993804,0.641647431,0.710176137,0.567998571,0.392698022,0.559387291,0.213554488,0.095532293,0.037679648,0.607301978,0.487090525,0.565110274,0.512909475,0.714331844,719
Jamnagar,Gujarat,0,0,14125,1904278,0.515323918,0.484676082,0.569084976,0.650247626,0.482790116,0.385648524,0.546838952,0.214265438,0.113618915,0.036443208,0.614351476,0.560854035,0.511106513,0.439145965,0.643132007,709
Bhavnagar,Gujarat,0,0,9981,2469630,0.516239275,0.483760725,0.554301657,0.649515264,0.452695633,0.382469844,0.534248423,0.220501209,0.070932893,0.049674243,0.617530156,0.62138539,0.484298758,0.37861461,0.669190985,706
Janjgir - Champa,Chhattisgarh,0,0,3852,1317431,0.500510463,0.499489537,0.546903026,0.676271027,0.417270604,0.437156102,0.495066638,0.3791272,0.167950352,0.078237874,0.562843898,0.889695172,0.531510641,0.110304828,0.671054714,506
Bharuch,Gujarat,852108,0,6527,1370656,0.520682068,0.479317932,0.638759105,0.712143886,0.559041371,0.416364865,0.565602598,0.254248227,0.057736587,0.114835524,0.583635135,0.742780099,0.601580794,0.257219901,0.746119809,705
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Sambalpur,Orissa,0,0,6657,935613,0.507818938,0.492181062,0.582357235,0.683426573,0.478076662,0.450342182,0.541334647,0.35645865,0.077783229,0.061507268,0.549657818,0.72875751,0.540781861,0.27124249,0.694059375,2028
Kendujhar,Orissa,0,0,8303,1561990,0.505788129,0.494211871,0.499950704,0.606728048,0.390672242,0.397714454,0.512243746,0.280502465,0.103201685,0.051510573,0.602285546,0.863620766,0.479025803,0.136379234,0.632457528,2017
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Barwani,Madhya Pradesh,0,0,5422,1081441,0.507294434,0.492705566,0.323969592,0.397465226,0.248297775,0.484307512,0.530117078,0.437141538,0.215570706,0.078855897,0.515692488,0.853921758,0.272341375,0.146078242,0.6257699,1402
Narmada,Gujarat,0,0,2756,514404,0.513188078,0.486811922,0.504412874,0.61022933,0.392863133,0.503720811,0.56466252,0.439477194,0.139052185,0.119310892,0.496279189,0.898706075,0.473716088,0.101293925,0.776762753,714
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Durg,Chhattisgarh,0,0,8549,2810436,0.504509976,0.495490024,0.63829598,0.728425206,0.546526032,0.413755375,0.49223531,0.333846782,0.12668497,0.082235639,0.586244625,0.618454574,0.593724164,0.381545426,0.710543323,505
Amreli,Gujarat,0,0,7397,1393918,0.503324442,0.496675558,0.566732046,0.649985105,0.482364496,0.431028941,0.550244943,0.310217022,0.124927004,0.06905069,0.568971059,0.775483206,0.537070752,0.224516794,0.669182446,702
Nandurbar,Maharashtra,0,0,5034,1311709,0.505837042,0.494162958,0.459874103,0.544577256,0.373169926,0.465067328,0.519135327,0.409722029,0.13567186,0.13723242,0.534932672,0.845489358,0.417468865,0.154510642,0.691917522,1520
Jharsuguda,Orissa,12316306,876439,2081,509716,0.513895973,0.486104027,0.613832016,0.713973757,0.507964887,0.37195811,0.509630031,0.226415094,0.063894404,0.036416357,0.62804189,0.635316529,0.577396852,0.364683471,0.677305861,2013
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Bhavnagar,Gujarat,0,0,9981,2469630,0.516239275,0.483760725,0.554301657,0.649515264,0.452695633,0.382469844,0.534248423,0.220501209,0.070932893,0.049674243,0.617530156,0.62138539,0.484298758,0.37861461,0.669190985,706
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Porbandar,Gujarat,0,0,2298,536835,0.513791016,0.486208984,0.588955638,0.669698826,0.503631989,0.400745108,0.558314994,0.234236478,0.096955303,0.047625434,0.599254892,0.513118556,0.509689247,0.486881444,0.672493544,718
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Baleshwar,Orissa,0,0,3806,2024508,0.511981677,0.488018323,0.602366106,0.696803025,0.503292014,0.318661621,0.513344287,0.114419376,0.091594106,0.060411715,0.681338379,0.89114985,0.592087089,0.10885015,0.686519821,2003
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Raipur,Chhattisgarh,0,0,13083,3016930,0.505124415,0.494875585,0.568012185,0.678552422,0.455182669,0.419188712,0.501769444,0.33489774,0.110569022,0.067649564,0.580811288,0.695843788,0.520195188,0.304156212,0.677407156,514
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Rajnandgaon,Chhattisgarh,0,0,8068,1283224,0.494334582,0.505665418,0.641412567,0.721227666,0.563385947,0.506069868,0.539287955,0.473596124,0.251091002,0.08890186,0.493930132,0.819480465,0.625621329,0.180519535,0.713097946,515
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Amreli,Gujarat,0,0,7397,1393918,0.503324442,0.496675558,0.566732046,0.649985105,0.482364496,0.431028941,0.550244943,0.310217022,0.124927004,0.06905069,0.568971059,0.775483206,0.537070752,0.224516794,0.669182446,702
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Amravati,Maharashtra,0,0,12210,2607160,0.516122524,0.483877476,0.712096304,0.767341897,0.653169207,0.420235812,0.538058463,0.294561593,0.07120545,0.164403029,0.579764188,0.654958269,0.677896978,0.345041731,0.77701347,1503
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Debagarh,Orissa,0,0,2940,274108,0.504939659,0.495060341,0.51029886,0.618605861,0.399830508,0.460621361,0.534015375,0.385762712,0.114976579,0.061763976,0.539378639,0.926685832,0.498011905,0.073314168,0.665605096,2008
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Bargarh,Orissa,0,0,5837,1346336,0.506188648,0.493811352,0.556933782,0.672830521,0.438132111,0.440848347,0.565913426,0.312648533,0.118168124,0.078799052,0.559151653,0.923094235,0.545401293,0.076905765,0.695357395,2006
Betul,Madhya Pradesh,0,0,10043,1395175,0.508865196,0.491134804,0.552082714,0.639033968,0.461992443,0.441504471,0.510076681,0.370456744,0.152047593,0.06889745,0.558495529,0.814274912,0.50927067,0.185725088,0.739783652,1403
Nagpur,Maharashtra,4250280,2323530,9802,4067637,0.517576667,0.482423333,0.731679105,0.785793473,0.673621519,0.378192302,0.518509828,0.227650086,0.048941437,0.059407464,0.621807698,0.357427666,0.650658305,0.642572334,0.776746523,1518
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
Bharuch,Gujarat,0,0,6527,1370656,0.520682068,0.479317932,0.638759105,0.712143886,0.559041371,0.416364865,0.565602598,0.254248227,0.057736587,0.114835524,0.583635135,0.742780099,0.601580794,0.257219901,0.746119809,705
Betul,Madhya Pradesh,0,0,10043,1395175,0.508865196,0.491134804,0.552082714,0.639033968,0.461992443,0.441504471,0.510076681,0.370456744,0.152047593,0.06889745,0.558495529,0.814274912,0.50927067,0.185725088,0.739783652,1403
Anugul,Orissa,0,0,6375,1140003,0.515116188,0.484883812,0.588974766,0.696928311,0.474290346,0.397867374,0.5214429,0.266586947,0.088162926,0.040545507,0.602132626,0.861038962,0.563379507,0.138961038,0.74756969,2001
Junagadh,Gujarat,0,0,8846,2448173,0.511544732,0.488455268,0.57548139,0.665200623,0.481521095,0.408811796,0.545914481,0.265228215,0.121376635,0.063617236,0.591188204,0.709363677,0.536480973,0.290636323,0.670670726,710
Amreli,Gujarat,0,0,7397,1393918,0.503324442,0.496675558,0.566732046,0.649985105,0.482364496,0.431028941,0.550244943,0.310217022,0.124927004,0.06905069,0.568971059,0.775483206,0.537070752,0.224516794,0.669182446,702
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
South  Twenty Four Parganas,West Bengal,0,0,9960,6906689,0.516165271,0.483834729,0.588899109,0.673132598,0.499037016,0.324722888,0.518231032,0.118284248,0.03908414,0.047594296,0.675277112,0.842729273,0.566176368,0.157270727,0.710658062,2817
